City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,nelson bay,-32.7167,152.15,15.56,92,40,3.58,AU,1691455379
289,isangel,-19.55,169.2667,25.06,69,75,2.57,VU,1691455601
290,burao,9.5221,45.5336,21.27,61,9,10.99,SO,1691455601
291,palikir - national government center,6.9248,158.1611,30.41,74,100,2.06,FM,1691455400
292,sinop,41.7711,34.8709,18.33,74,0,1.01,TR,1691455601
293,jaguaquara,-13.5306,-39.9708,18.41,97,94,0.99,BR,1691455602
294,galle,6.0367,80.217,26.29,86,98,5.46,LK,1691455602
295,ternitz,47.7156,16.0357,13.93,78,21,2.25,AT,1691455602
296,hanzhong,33.0728,107.0303,25.82,88,52,1.35,CN,1691455602
297,lansdowne,39.9382,-75.2719,21.6,94,100,0.89,US,1691455603
298,labrador city,52.9463,-66.9114,16.95,77,40,1.03,CA,1691455424
299,cam ranh,11.9214,109.1591,31.98,58,20,0.51,VN,1691455603
300,tilcara,-23.5776,-65.3509,4.35,74,86,0.59,AR,1691455603
301,viqueque,-8.8673,126.3658,26.6,59,13,3.57,TL,1691455603
302,menongue,-14.6585,17.691,11.81,53,0,1.63,AO,1691455604
303,chontalpa,17.7,-93.5167,26.22,89,23,2.94,MX,1691455604
304,phon charoen,18.0333,103.1667,26.15,95,100,2.39,TH,1691455604
305,east ballina,-28.8667,153.5833,18.22,61,67,4.34,AU,1691455426
306,paveh,35.0434,46.3565,23.67,31,0,2.96,IR,1691455605
307,dalandzadgad,43.5708,104.425,25.3,32,74,6.11,MN,1691455606
308,diamantino,-14.4086,-56.4461,26.79,39,25,1.9,BR,1691455606
309,bayganin,48.6947,55.8742,22.35,55,7,2.46,KZ,1691455607
310,fada,9.5667,8.3,18.92,98,41,0.65,NG,1691455607
311,rongelap,11.1635,166.8941,28.64,75,100,7.24,MH,1691455607
312,necochea,-38.5473,-58.7368,3.52,77,12,3.83,AR,1691455607
313,balykshi,47.0667,51.8667,22.0,46,0,2.0,KZ,1691455399
314,general villegas,-35.0328,-63.0125,5.18,52,12,3.91,AR,1691455608
315,birao,10.2849,22.7882,21.72,98,100,2.06,CF,1691455608
316,papao,-17.75,-149.55,28.82,78,100,5.36,PF,1691455608
317,east london,-33.0153,27.9116,16.93,86,2,4.98,ZA,1691455609
318,boa vista,2.8197,-60.6733,29.99,66,0,1.03,BR,1691455389
319,susuman,62.7833,148.1667,10.18,40,71,3.82,RU,1691455468
320,tengrela,10.4869,-6.4097,21.72,96,100,1.67,CI,1691455609
321,luderitz,-26.6481,15.1594,15.43,66,0,6.48,NA,1691455610
322,candido mendes,-1.4467,-45.7167,24.12,92,37,1.45,BR,1691455610
323,taoudenni,22.6783,-3.9836,38.21,21,0,3.53,ML,1691455610
324,kavaratti,10.5669,72.642,27.71,76,100,8.72,IN,1691455610
325,qarqaraly,49.4058,75.4742,17.55,77,100,3.47,KZ,1691455611
326,mar del plata,-38.0023,-57.5575,6.64,70,75,1.54,AR,1691455140
327,sao joao da barra,-21.6403,-41.0511,22.05,91,0,5.28,BR,1691455611
328,ocean shores,46.9737,-124.1563,22.47,80,0,5.14,US,1691455611
329,nouadhibou,20.931,-17.0347,21.99,83,0,4.12,MR,1691455611
330,lobito,-12.3481,13.5456,19.76,84,56,1.23,AO,1691455612
331,yulinshi,38.2906,109.7494,24.85,52,100,4.27,CN,1691455612
332,olmos,-5.9847,-79.7453,21.06,72,93,2.21,PE,1691455612
333,chinch'on,36.8567,127.4433,29.63,74,20,3.09,KR,1691455612
334,vershino-darasunskiy,52.35,115.5167,21.77,40,38,0.29,RU,1691455613
335,santo antonio do taua,-1.1519,-48.1294,25.97,96,16,1.22,BR,1691455613
336,san-pedro,4.7485,-6.6363,23.46,95,53,2.95,CI,1691455613
337,san ignacio de velasco,-16.3667,-60.95,27.2,49,100,2.22,BO,1691455613
338,lakatoro,-16.0999,167.4164,23.61,85,100,4.83,VU,1691455613
339,vallegrande,-18.4897,-64.1069,14.39,69,100,1.53,BO,1691455614
340,mega,4.05,38.3,13.61,72,4,6.58,ET,1691455614
341,ancud,-41.8697,-73.8203,8.96,85,100,3.4,CL,1691455614
342,lapeer,43.0514,-83.3188,19.81,76,0,2.57,US,1691455614
343,lubang,13.8584,120.124,28.42,82,72,8.52,PH,1691455615
344,yeraliyev,43.2,51.65,28.35,32,0,3.65,KZ,1691455615
345,hola,51.5377,23.1902,14.1,90,100,5.31,PL,1691455615
346,gloucester point,37.254,-76.4969,31.1,77,0,4.12,US,1691455615
347,itoman,26.1247,127.6694,28.01,94,75,10.8,JP,1691455616
348,maintirano,-18.0667,44.0167,21.14,84,5,4.06,MG,1691455616
349,anadyr,64.75,177.4833,12.28,87,75,8.0,RU,1691455616
350,nagqu,31.5,92.0,7.86,84,100,0.57,CN,1691455616
351,svetlyy yar,48.4748,44.781,27.78,37,0,3.21,RU,1691455616
352,vanino,49.0869,140.2543,21.45,47,90,2.89,RU,1691455617
353,mahajanga,-15.7167,46.3167,23.01,68,40,2.57,MG,1691455617
354,saint-augustin-de-desmaures,46.7406,-71.4513,19.33,88,100,8.75,CA,1691455617
355,biloela,-24.4167,150.5,22.22,41,0,5.01,AU,1691455362
356,abancay,-13.6339,-72.8814,14.79,74,17,1.5,PE,1691455618
357,kayangel,8.0823,134.7173,28.08,72,100,8.18,PW,1691455618
358,tamandare,-8.7597,-35.1047,24.01,77,11,4.02,BR,1691455618
359,carutapera,-1.195,-46.02,24.97,89,26,2.63,BR,1691455618
360,merizo village,13.2658,144.6691,29.85,84,100,2.71,GU,1691455618
361,kalmunai,7.4167,81.8167,26.52,75,100,3.67,LK,1691455418
362,luza,60.6308,47.2512,11.6,92,0,2.25,RU,1691455619
363,nemuro,43.3236,145.575,14.69,99,100,6.03,JP,1691455619
364,griffith,41.5284,-87.4237,23.96,73,0,3.6,US,1691455619
365,katabu,-4.9333,122.5167,28.15,61,30,3.43,ID,1691455619
366,coacotla,17.9333,-94.675,28.86,87,1,3.14,MX,1691455620
367,caleta de carquin,-11.0925,-77.6267,19.31,79,24,3.84,PE,1691455363
368,san juan,-31.5375,-68.5364,14.54,22,11,2.14,AR,1691455589
369,daru,-9.0763,143.2092,25.53,75,64,6.61,PG,1691455620
370,balnearia,-31.0088,-62.6673,10.07,45,100,3.29,AR,1691455620
371,cannonvale,-20.2833,148.7,20.66,67,0,7.78,AU,1691455621
372,yeppoon,-23.1333,150.7333,20.88,62,0,5.77,AU,1691455417
373,biltine,14.5333,20.9167,25.36,76,100,1.81,TD,1691455621
374,saint-pierre,-21.3393,55.4781,20.82,73,20,10.8,RE,1691455622
375,weihai,37.5017,122.1136,25.94,81,100,4.37,CN,1691455622
376,katsuura,35.1333,140.3,28.14,82,99,2.97,JP,1691455395
377,la'ie,21.6477,-157.9253,31.98,70,13,1.79,US,1691455622
378,muroto-misakicho,33.2833,134.15,27.66,90,36,10.54,JP,1691455623
379,borovskoy,53.8,64.15,17.96,58,99,1.94,KZ,1691455347
380,goure,13.9835,10.2704,25.24,77,99,2.84,NE,1691455623
381,kilju,40.9642,129.3278,22.01,82,82,4.0,KP,1691455623
382,labytnangi,66.6572,66.4183,17.34,86,0,0.65,RU,1691455383
383,prabumulih,-3.45,104.25,25.03,86,8,2.17,ID,1691455624
384,harlan,41.653,-95.3255,24.75,75,78,2.71,US,1691455382
385,sao miguel,-5.4667,-35.3667,23.43,83,21,6.24,BR,1691455624
386,lata,40.1629,-8.3327,21.71,32,0,1.72,PT,1691455394
387,odessa,46.4775,30.7326,22.17,54,0,2.84,UA,1691455622
388,al bayda',32.7627,21.7551,19.08,90,22,3.2,LY,1691455435
389,tommot,58.9564,126.2925,23.12,58,8,3.09,RU,1691455625
390,puerto leguizamo,-0.1934,-74.7819,22.14,99,95,1.31,CO,1691455625
391,peniche,39.3558,-9.3811,20.16,84,0,3.13,PT,1691455626
392,brandon,27.9378,-82.2859,32.38,74,0,1.54,US,1691455486
393,exu,-7.5119,-39.7242,22.03,75,5,3.6,BR,1691455626
394,berdigestyakh,62.0989,126.6992,21.79,32,18,3.56,RU,1691455353
395,la passe,45.5549,-0.8967,15.13,73,15,3.03,FR,1691455626
396,mhangura,-16.8939,30.1683,12.23,80,56,1.24,ZW,1691455627
397,el granada,37.5027,-122.4694,32.12,82,100,10.29,US,1691455627
398,st. john's,47.5649,-52.7093,14.82,91,75,6.69,CA,1691455274
399,broome,42.2506,-75.833,22.21,87,40,4.12,US,1691455432
400,priozersk,61.0393,30.1291,21.72,94,0,7.11,RU,1691455627
401,manta,-0.95,-80.7333,26.88,78,20,7.6,EC,1691455335
402,calingasta,-31.3308,-69.4078,11.55,33,88,2.25,AR,1691455628
403,kiunga,-6.1219,141.2906,28.15,57,58,1.8,PG,1691455434
404,fale old settlement,-9.3852,-171.2468,28.18,70,23,6.3,TK,1691455628
405,bhamo,24.2667,97.2333,24.24,99,100,0.39,MM,1691455629
406,gobabis,-22.45,18.9667,11.59,40,0,4.34,NA,1691455629
407,ca mau,9.1769,105.15,29.47,68,6,4.08,VN,1691455629
408,arraial do cabo,-22.9661,-42.0278,19.98,88,0,2.57,BR,1691455354
409,orkney,-26.9802,26.6727,7.94,35,0,0.85,ZA,1691455630
410,nadi,-17.8,177.4167,27.0,74,40,4.63,FJ,1691455381
411,khadan khak,30.7477,67.7085,22.09,35,0,1.89,PK,1691455630
412,ivdel',60.6911,60.4206,14.98,98,54,3.42,RU,1691455356
413,mahibadhoo,3.7833,72.9667,28.25,74,96,5.06,MV,1691455631
414,twon-brass,4.3151,6.2418,25.6,80,37,4.19,NG,1691455631
415,lalgola,24.4167,88.25,25.88,94,100,2.59,IN,1691455631
416,mahina,-17.5065,-149.489,28.87,65,40,2.57,PF,1691455631
417,burang,30.25,81.1667,10.87,76,68,1.12,CN,1691455632
418,tura,25.5198,90.2201,23.69,98,100,1.34,IN,1691455385
419,lazaro cardenas,17.9583,-102.2,29.59,67,0,4.0,MX,1691455632
420,jaora,23.6333,75.1333,22.93,87,100,6.27,IN,1691455632
421,egilsstadir,65.2653,-14.3948,2.95,81,0,0.51,IS,1691455632
422,berezovyy,51.6667,135.7,26.05,35,83,1.51,RU,1691455633
423,halwan,29.8414,31.3008,27.42,61,0,5.07,EG,1691455633
424,sovetskiy,61.3614,63.5842,16.47,87,0,2.85,RU,1691455389
425,alpena,45.0617,-83.4327,23.18,49,0,3.6,US,1691455633
426,eirunepe,-6.6603,-69.8736,27.23,69,86,1.13,BR,1691455633
427,ximeicun,24.9639,118.3794,30.78,74,89,1.41,CN,1691455634
428,selfoss,63.9331,-20.9971,10.58,90,97,2.78,IS,1691455634
429,dzuunharaa,48.8523,106.4579,19.09,75,0,1.46,MN,1691455634
430,afif,23.9065,42.9172,26.5,21,0,3.88,SA,1691455635
431,udangudi,8.4333,78.0167,27.1,72,100,3.07,IN,1691455635
432,bubaque,11.2833,-15.8333,26.8,84,100,4.1,GW,1691455635
433,kununurra,-15.7667,128.7333,24.99,31,9,4.63,AU,1691455635
434,conception bay south,47.4999,-52.9981,14.69,90,29,9.31,CA,1691455320
435,yakeshi,49.2833,120.7333,18.83,65,82,3.08,CN,1691455636
436,tabou,4.423,-7.3528,23.92,92,52,3.38,CI,1691455636
437,miyako,39.6367,141.9525,29.12,69,80,6.57,JP,1691455636
438,vernon,50.2581,-119.2691,30.89,45,100,1.34,CA,1691455636
439,port augusta,-32.5,137.7667,15.15,40,0,1.71,AU,1691455636
440,sejong,36.4817,127.2871,29.24,66,9,3.74,KR,1691455637
441,armacao de buzios,-22.7469,-41.8817,21.03,75,0,5.25,BR,1691455424
442,yanykurgan,43.915,67.2481,22.04,62,72,3.56,KZ,1691455637
443,kone,-21.0595,164.8658,23.55,54,100,5.17,NC,1691455637
444,likiep,9.8251,169.3107,28.71,75,100,7.67,MH,1691455638
445,kirakira,-10.4544,161.9205,26.09,86,100,2.62,SB,1691455638
446,el charco,2.4769,-78.1105,25.54,90,100,1.4,CO,1691455638
447,montmagny,48.9734,2.3469,16.2,77,0,1.54,FR,1691455567
448,howrah,22.5892,88.3103,27.0,94,75,2.57,IN,1691455327
449,mokhsogollokh,61.4681,128.9203,20.4,27,17,3.38,RU,1691455639
450,shenjiamen,29.9576,122.298,27.85,83,0,5.15,CN,1691455425
451,yogyakarta,-7.7828,110.3608,24.79,74,3,1.28,ID,1691455546
452,kasongo-lunda,-6.4667,16.8167,21.26,45,100,1.5,CD,1691455639
453,xinqing,48.2333,129.5,15.86,98,100,2.44,CN,1691455640
454,tuntum,-5.2581,-44.6489,26.64,44,43,1.29,BR,1691455640
455,knoxville,35.9606,-83.9207,25.7,81,75,9.26,US,1691455336
456,danja,11.3764,7.5625,20.26,96,46,3.25,NG,1691455640
457,poronaysk,49.2167,143.1167,18.48,64,100,3.26,RU,1691455641
458,la ronge,55.1001,-105.2842,17.14,67,75,5.66,CA,1691455641
459,pisco,-13.7,-76.2167,20.03,73,0,6.17,PE,1691455641
460,brisas de zicatela,15.8369,-97.0419,30.29,58,0,3.09,MX,1691455641
461,shakawe,-18.3667,21.85,13.23,53,4,2.41,BW,1691455641
462,el nido,11.1858,119.3956,29.13,75,7,6.87,PH,1691455642
463,beyneu,45.3167,55.2,26.48,39,0,2.52,KZ,1691455401
464,pizarro,4.9533,-77.366,26.67,85,100,2.69,CO,1691455642
465,peruibe,-24.32,-46.9983,20.33,89,83,2.67,BR,1691455642
466,queenstown,-31.8976,26.8753,11.7,37,0,2.55,ZA,1691455643
467,la sarre,48.8002,-79.1996,13.33,86,100,2.98,CA,1691455582
468,vennesla,58.2694,7.9741,11.68,80,100,6.69,NO,1691455643
469,caconda,-13.7333,15.0667,12.61,37,1,0.71,AO,1691455643
470,gisborne,-38.6533,178.0042,13.41,69,97,1.17,NZ,1691455644
471,bandiagara,14.3501,-3.6104,28.29,57,100,3.94,ML,1691455644
472,jaragua,-15.7569,-49.3344,22.68,32,0,2.27,BR,1691455644
473,pokhara,28.2333,83.9833,23.0,97,100,0.13,NP,1691455443
474,antofagasta,-23.65,-70.4,17.6,86,100,2.74,CL,1691455644
475,bengkulu,-3.8004,102.2655,24.8,88,19,2.17,ID,1691455645
476,ayora,39.0585,-1.0563,21.56,94,3,1.33,ES,1691455645
477,saint louis,38.6334,-90.4001,25.98,62,40,3.09,US,1691455503
478,weno,7.4515,151.8468,27.97,94,100,3.09,FM,1691455645
479,mingyue,43.1069,128.9217,16.88,95,100,1.71,CN,1691455646
480,pontes e lacerda,-15.2261,-59.3353,25.7,36,0,0.62,BR,1691455646
481,guerrero negro,27.9769,-114.0611,27.74,69,5,7.76,MX,1691455352
482,metlili chaamba,32.2667,3.6333,30.52,20,0,0.0,DZ,1691455646
483,porto de moz,-1.7483,-52.2383,27.52,66,99,1.75,BR,1691455646
484,galliano,29.4422,-90.2992,34.0,52,0,1.54,US,1691455647
485,nguigmi,14.2495,13.1092,27.71,65,100,4.28,NE,1691455647
486,coquimbo,-29.9533,-71.3436,13.85,94,75,1.03,CL,1691455614
487,la serena,-29.9078,-71.2542,13.73,94,75,1.03,CL,1691455647
488,kapuskasing,49.4169,-82.4331,22.0,64,75,3.09,CA,1691455648
489,kaa-khem,51.6833,94.7333,17.44,87,100,0.8,RU,1691455335
490,khandyga,62.6667,135.6,20.25,30,87,3.25,RU,1691455648
491,svetlyy,54.675,20.1347,14.03,80,100,12.63,RU,1691455648
492,ouahigouya,13.5828,-2.4216,26.66,73,100,3.38,BF,1691455649
493,witu,-2.3889,40.4382,24.09,84,8,5.41,KE,1691455649
494,washington,47.5001,-120.5015,25.82,57,100,1.73,US,1691455440
495,cadale,2.7603,46.3222,24.17,86,100,8.63,SO,1691455649
496,jinzhou,41.1078,121.1417,26.44,61,74,2.37,CN,1691455649
497,fortaleza,-3.7227,-38.5247,27.34,78,75,7.72,BR,1691455650
498,ahar,38.4774,47.0699,20.91,59,0,1.73,IR,1691455636
499,loango,-4.6719,11.8312,19.81,94,40,0.0,CG,1691455650
500,fort st. john,56.2499,-120.8529,22.94,53,75,7.2,CA,1691455151
501,kyren,51.6828,102.1408,17.66,89,100,1.28,RU,1691455651
502,kyshtovka,56.555,76.6271,16.81,77,21,1.88,RU,1691455377
503,alaghsas,17.0187,8.0168,31.32,44,91,3.37,NE,1691455383
504,bukene,-4.2333,32.8833,17.82,62,0,2.86,TZ,1691455651
505,machali,-34.1833,-70.6667,11.52,74,100,1.27,CL,1691455651
506,riberalta,-10.9833,-66.1,29.52,40,90,1.17,BO,1691455653
507,khorramshahr,30.4397,48.1664,31.98,29,0,2.06,IR,1691455636
508,al jawf,29.5,38.75,25.2,33,0,2.5,SA,1691455653
509,freetown,8.484,-13.2299,23.84,94,75,2.06,SL,1691455360
510,nejo,9.5,35.5,14.51,98,100,1.06,ET,1691455654
511,jaen,38.0,-3.5,26.63,39,92,1.27,ES,1691455654
512,prabuty,53.755,19.2055,14.42,70,68,4.92,PL,1691455654
513,grand falls-windsor,48.9332,-55.6649,10.3,97,8,3.36,CA,1691455416
514,bonthe,7.5264,-12.505,24.73,89,100,2.78,SL,1691455655
515,fortuna,40.5982,-124.1573,20.52,84,100,6.17,US,1691455617
516,laihia,62.9761,22.0114,23.34,73,0,4.63,FI,1691455655
517,xilin hot,43.9667,116.0333,22.54,60,5,3.29,CN,1691455655
518,barki saria,24.1667,85.8833,24.89,86,100,2.99,IN,1691455656
519,robore,-18.3333,-59.75,25.8,46,0,1.91,BO,1691455656
520,peace river,56.2501,-117.286,22.17,68,75,4.63,CA,1691455656
521,bichura,50.5881,107.6022,19.03,82,4,1.31,RU,1691455657
522,okha,53.5739,142.9478,23.22,53,89,3.42,RU,1691455657
523,bayanhongor,46.7167,100.1167,18.08,38,9,1.59,MN,1691455657
524,cortez,37.3489,-108.5859,32.42,6,0,7.2,US,1691455657
525,manokwari,-0.8667,134.0833,28.14,69,91,1.33,ID,1691455657
526,trat,12.5,102.5,26.39,89,100,2.21,TH,1691455658
527,cabedelo,-6.9811,-34.8339,24.37,84,3,5.85,BR,1691455437
528,as sulayyil,20.4607,45.5779,32.14,16,100,3.43,SA,1691455658
529,upington,-28.4478,21.2561,13.21,26,0,3.09,ZA,1691455658
530,lospalos,-8.5186,127.0025,24.16,65,14,5.15,TL,1691455659
531,albertina,-22.2008,-46.6158,17.27,41,0,1.73,BR,1691455659
532,faya-largeau,17.9257,19.1043,30.95,50,57,4.02,TD,1691455659
533,cardigan,52.0847,-4.6591,14.96,91,100,2.38,GB,1691455659
534,qarah zia' od din,38.8915,45.0255,20.48,43,0,1.63,IR,1691455660
535,yigo village,13.5361,144.8886,29.16,77,40,3.09,GU,1691455660
536,kardla,58.9978,22.7492,17.81,96,100,5.78,EE,1691455660
537,ekibastuz,51.6667,75.3667,19.28,49,8,2.67,KZ,1691455660
538,mach,29.8637,67.3298,28.94,35,0,0.88,PK,1691455661
539,asau,46.4333,26.4,14.6,74,100,1.81,RO,1691455661
540,butha-buthe,-28.8333,28.5,1.52,29,0,1.02,LS,1691455661
541,vostochnyy,55.8167,37.8667,21.15,65,100,4.85,RU,1691455661
542,palmas,-10.2128,-48.3603,25.93,53,0,3.09,BR,1691455587
543,luz,-19.8014,-45.6856,18.71,34,0,1.59,BR,1691455662
544,emmett,43.8735,-116.4993,19.83,85,100,1.34,US,1691455662
545,bolkow,50.922,16.1011,13.03,82,15,5.94,PL,1691455662
546,tucuma,-0.1833,-50.05,25.06,89,11,3.03,BR,1691455216
547,sabang,5.8933,95.3214,27.56,76,100,7.83,ID,1691455663
548,pekalongan,-6.8886,109.6753,27.16,70,11,1.84,ID,1691455663
549,eureka,40.8021,-124.1637,20.67,81,99,1.34,US,1691455663
550,montelibano,7.9829,-75.4229,26.47,90,94,2.59,CO,1691455663
551,nogliki,51.8333,143.1667,23.36,46,16,5.53,RU,1691455384
552,baranagar,22.6433,88.3653,26.97,94,75,2.57,IN,1691455663
553,nsanje,-16.92,35.262,18.12,92,0,1.42,MW,1691455664
554,raja,8.4596,25.678,20.0,96,100,1.79,SS,1691455664
555,ketchikan,55.3422,-131.6461,15.26,94,100,7.72,US,1691455664
556,tongliao,43.6125,122.2653,22.88,67,0,2.89,CN,1691455587
557,tabina,7.4669,123.4081,28.82,72,18,2.74,PH,1691455664
558,port hedland,-20.3167,118.5667,24.03,33,7,3.6,AU,1691455665
559,bakanas,44.8081,76.2772,24.65,42,99,3.51,KZ,1691455665
560,dakoutun,39.5833,117.2289,24.96,78,100,0.98,CN,1691455665
561,kichmengskiy gorodok,59.9816,45.7854,13.9,96,0,2.23,RU,1691455665
562,playas,-2.6333,-80.3833,22.82,83,93,5.42,EC,1691455666
563,kerikeri,-35.2268,173.9474,15.51,84,100,1.34,NZ,1691455434
564,taltal,-25.4,-70.4833,16.84,77,100,2.44,CL,1691455391
565,camiri,-20.05,-63.5167,18.68,46,88,2.06,BO,1691455636
566,merowe,18.4833,31.8167,31.22,46,96,4.15,SD,1691455666
567,bor,56.3567,44.0669,15.96,82,0,2.42,RU,1691455667
568,al qusayr,34.5091,36.5798,22.35,73,1,2.96,SY,1691455667
569,selkirk,50.1436,-96.8845,26.04,49,70,1.77,CA,1691455667
570,witbank,-25.8713,29.2332,7.31,32,0,2.07,ZA,1691455667
571,levuka,50.1834,-105.4011,26.9,27,30,3.73,CA,1691455416
572,salalah,17.0151,54.0924,26.05,94,100,2.06,OM,1691455377
573,mananjary,-21.2167,48.3333,17.8,94,23,1.53,MG,1691455668
574,toba,34.4833,136.85,32.0,83,75,5.66,JP,1691455668
575,dumai,1.6833,101.45,25.74,92,67,0.96,ID,1691455668
576,jolo,6.05,121.0167,28.79,72,18,2.01,PH,1691455668
577,changleng,28.7,115.8167,30.97,72,61,2.53,CN,1691455668
578,pursat,12.3333,103.6667,28.15,67,100,1.62,KH,1691455669
579,bijie,27.3125,105.2942,21.7,85,40,1.45,CN,1691455669
